Region,County,Gender,Age,Grade,Disability,Residence,SchoolType
Eastern,Bungoma,Male,6,One,Visual,Urban,Regular
Central,Samburu,Female,5,Pre-School,Physical,Urban,Integrated
Nairobi,Lamu,Female,10,Two,Visual,Urban,Integrated
Nairobi,Murang'a,Female,8,Two,Physical,Urban,Integrated
North Eastern,Kericho,Male,5,Pre-School,Visual,Urban,Special
Central,Nyeri,Female,6,Two,Hearing,Urban,Regular
Western,Bungoma,Female,5,Pre-School,Physical,Urban,Special
Western,West Pokot,Female,6,Three,Physical,Urban,Integrated
Coast,Vihiga,Male,10,Two,Visual,Urban,Regular
North Eastern,Samburu,Female,5,Pre-School,Physical,Rural,Regular
Nyanza,Elgeyo Marakwet,Female,10,Two,Hearing,Rural,Regular
Western,Lamu,Male,6,One,Visual,Urban,Regular
Eastern,Bungoma,Male,7,One,Hearing,Urban,Regular
Western,Lamu,Male,9,Three,Physical,Urban,Regular
Central,Embu,Male,5,Pre-School,Physical,Rural,Integrated
Central,Machakos,Male,10,Three,Autism,Urban,Integrated
Rift Valley,Vihiga,Female,5,Pre-School,Physical,Rural,Special
Eastern,Kajiado,Male,9,Two,Visual,Rural,Regular
Coast,Nandi,Male,7,Three,Visual,Rural,Regular
Eastern,Homa Bay,Female,5,Pre-School,Hearing,Urban,Regular
Rift Valley,Kisii,Male,10,One,Visual,Urban,Integrated
North Eastern,Bungoma,Male,6,Three,Hearing,Urban,Regular
Rift Valley,Embu,Male,10,Three,Autism,Urban,Integrated
Coast,Bomet,Female,8,Three,Physical,Urban,Integrated
Western,Turkana,Male,5,Pre-School,Hearing,Urban,Integrated
Eastern,Kisii,Male,6,Two,Hearing,Urban,Regular
Coast,West Pokot,Female,5,Pre-School,Visual,Urban,Regular
Rift Valley,Kajiado,Male,5,Pre-School,Physical,Urban,Regular
Western,Nandi,Male,6,Three,Autism,Urban,Integrated
Nyanza,Trans Nzoia,Female,5,Pre-School,Visual,Rural,Integrated
Rift Valley,Marsabit,Male,6,Three,Hearing,Urban,Regular
Eastern,Vihiga,Female,10,Three,Visual,Urban,Integrated
North Eastern,Kericho,Female,10,One,Physical,Urban,Integrated
Rift Valley,Nandi,Female,9,One,Autism,Rural,Integrated
Western,Mombasa,Male,9,Two,Visual,Urban,Special
Nyanza,Kirinyaga,Male,6,Two,Physical,Urban,Regular
Nairobi,Murang'a,Female,10,Three,Physical,Urban,Integrated
Nyanza,Garissa,Male,5,Pre-School,Hearing,Urban,Regular
Rift Valley,West Pokot,Female,5,Pre-School,Hearing,Urban,Regular
Nyanza,Kilifi,Male,7,Two,Physical,Urban,Integrated
North Eastern,Makueni,Male,7,One,Visual,Urban,Integrated
North Eastern,Kirinyaga,Male,8,Two,Physical,Urban,Regular
Nairobi,Nyamira,Male,9,Three,Physical,Urban,Integrated
Nyanza,Wajir,Female,5,Pre-School,Hearing,Urban,Regular
Central,Nakuru,Male,5,Pre-School,Autism,Urban,Integrated
Nairobi,Embu,Male,10,Three,Physical,Urban,Integrated
Rift Valley,Kakamega,Male,5,Pre-School,Autism,Urban,Regular
Coast,Taita Taveta,Female,7,One,Physical,Urban,Integrated
Western,Nyandarua,Female,6,Three,Visual,Urban,Integrated
Nairobi,Nyeri,Female,8,Three,Physical,Rural,Integrated
Rift Valley,Kiambu,Male,5,Pre-School,Hearing,Urban,Integrated
Western,Tana River,Female,5,Pre-School,Visual,Rural,Regular
Nyanza,Kitui,Male,9,Two,Visual,Urban,Regular
Nyanza,Nyandarua,Male,7,Two,Physical,Urban,Integrated
Coast,Mandera,Male,5,Pre-School,Physical,Rural,Integrated
Nyanza,Marsabit,Female,8,Three,Visual,Urban,Regular
Rift Valley,Trans Nzoia,Male,6,One,Hearing,Rural,Integrated
Coast,Nandi,Male,9,Two,Visual,Urban,Special
Nairobi,Kirinyaga,Male,8,One,Physical,Urban,Integrated
Eastern,Machakos,Female,5,Pre-School,Physical,Urban,Integrated
Eastern,Embu,Male,10,Two,Hearing,Rural,Regular
Central,Tana River,Female,6,One,Visual,Urban,Regular
North Eastern,Murang'a,Female,9,Three,Hearing,Urban,Integrated
Nyanza,Nairobi,Male,7,Two,Autism,Rural,Integrated
North Eastern,Kwale,Female,8,One,Physical,Urban,Regular
Central,Samburu,Male,10,One,Visual,Urban,Regular
Nyanza,Uasin Gishu,Male,7,Two,Visual,Urban,Integrated
Central,Mandera,Female,5,Pre-School,Hearing,Urban,Integrated
Nairobi,Bomet,Female,8,Two,Physical,Urban,Special
Central,Bungoma,Female,7,Two,Visual,Rural,Special
Coast,Kisumu,Male,9,One,Hearing,Rural,Regular
Eastern,Embu,Female,6,One,Autism,Urban,Integrated
Nairobi,Nairobi,Female,7,Three,Physical,Rural,Integrated
Nairobi,Homa Bay,Female,7,One,Hearing,Urban,Integrated
Western,Siaya,Female,10,Two,Hearing,Urban,Integrated
Central,Kwale,Female,6,Three,Autism,Urban,Regular
Central,Garissa,Male,5,Pre-School,Physical,Urban,Integrated
Central,Nakuru,Male,5,Pre-School,Visual,Urban,Integrated
Nairobi,Nyamira,Female,6,Three,Autism,Urban,Special
Central,Taita Taveta,Male,6,Two,Hearing,Urban,Regular
Rift Valley,Uasin Gishu,Male,7,One,Visual,Urban,Special
Central,Taita Taveta,Female,6,Two,Autism,Urban,Regular
Central,Kisumu,Female,7,One,Visual,Urban,Integrated
Western,Machakos,Male,6,One,Hearing,Urban,Regular
Nairobi,Busia,Male,5,Pre-School,Hearing,Rural,Integrated
Rift Valley,Kirinyaga,Male,7,Two,Autism,Urban,Regular
Central,Tana River,Male,6,Two,Visual,Rural,Integrated
Rift Valley,Meru,Female,8,Three,Autism,Urban,Regular
North Eastern,Migori,Male,9,Two,Visual,Rural,Integrated
Nairobi,Meru,Female,7,One,Visual,Urban,Regular
Western,Murang'a,Male,10,Two,Physical,Urban,Regular
Western,Murang'a,Female,6,Two,Hearing,Urban,Regular
Rift Valley,Uasin Gishu,Male,8,One,Hearing,Urban,Integrated
Eastern,Trans Nzoia,Female,8,One,Hearing,Urban,Regular
Western,Kajiado,Female,10,Three,Hearing,Rural,Regular
Nyanza,Elgeyo Marakwet,Male,6,Three,Visual,Rural,Integrated
North Eastern,Mandera,Female,6,One,Visual,Rural,Regular
Central,Nyamira,Male,6,One,Hearing,Rural,Regular
Coast,Nakuru,Male,8,Three,Hearing,Urban,Regular
North Eastern,Tana River,Female,8,Three,Physical,Urban,Regular
Western,Busia,Male,9,One,Physical,Urban,Regular
North Eastern,Kirinyaga,Female,10,Three,Visual,Urban,Integrated
North Eastern,Nairobi,Male,10,One,Hearing,Urban,Integrated
Eastern,Taita Taveta,Male,6,Two,Physical,Urban,Integrated
Nyanza,Kajiado,Female,8,One,Physical,Urban,Regular
Rift Valley,Murang'a,Female,6,Two,Hearing,Urban,Regular
Western,Isiolo,Male,9,One,Physical,Urban,Integrated
Nairobi,Meru,Female,7,Two,Physical,Urban,Regular
North Eastern,Wajir,Male,8,Two,Visual,Urban,Special
Western,Samburu,Female,8,One,Physical,Urban,Regular
Coast,Wajir,Female,8,One,Visual,Urban,Regular
Central,Kitui,Male,5,Pre-School,Visual,Rural,Regular
North Eastern,Uasin Gishu,Male,7,One,Physical,Rural,Integrated
Coast,Meru,Male,6,Three,Physical,Urban,Special
Western,Murang'a,Male,7,One,Visual,Rural,Integrated
Coast,Kericho,Female,9,Three,Visual,Urban,Integrated
Nairobi,Kisumu,Female,8,Two,Hearing,Urban,Integrated
North Eastern,Laikipia,Male,10,Three,Hearing,Rural,Regular
Eastern,Tharaka Nithi,Male,9,Three,Physical,Rural,Regular
Eastern,Busia,Male,8,Two,Visual,Rural,Regular
Nyanza,Nandi,Male,6,One,Visual,Urban,Integrated
Nyanza,Migori,Female,10,Two,Autism,Rural,Special
Central,Nyamira,Female,8,Two,Physical,Rural,Integrated
Nyanza,Bungoma,Male,5,Pre-School,Hearing,Urban,Regular
Coast,Samburu,Female,6,Two,Physical,Urban,Integrated
Eastern,Mombasa,Male,6,One,Physical,Urban,Regular
Nyanza,Migori,Female,10,One,Hearing,Urban,Integrated
Eastern,Tharaka Nithi,Female,10,One,Autism,Rural,Integrated
Nyanza,Nyandarua,Female,10,One,Visual,Urban,Integrated
Central,Nairobi,Female,9,Three,Physical,Urban,Regular
Nyanza,Nyeri,Male,8,One,Visual,Urban,Regular
Rift Valley,Lamu,Female,9,Two,Visual,Rural,Integrated
Western,Machakos,Male,5,Pre-School,Visual,Urban,Regular
Nairobi,Nairobi,Female,5,Pre-School,Physical,Urban,Regular
Rift Valley,Migori,Female,10,Three,Physical,Rural,Regular
Central,Samburu,Male,5,Pre-School,Physical,Urban,Integrated
Rift Valley,Homa Bay,Female,7,Two,Physical,Urban,Regular
North Eastern,Uasin Gishu,Female,9,Two,Hearing,Urban,Special
Rift Valley,Wajir,Female,9,One,Hearing,Urban,Integrated
Nairobi,Samburu,Male,7,Two,Hearing,Urban,Integrated
Nyanza,Siaya,Female,6,One,Visual,Urban,Special
Nairobi,Kisumu,Male,7,Three,Hearing,Urban,Regular
Rift Valley,Homa Bay,Male,7,One,Hearing,Urban,Regular
Nyanza,Turkana,Male,5,Pre-School,Visual,Urban,Integrated
Western,Embu,Male,6,Two,Hearing,Urban,Regular
Nairobi,Kiambu,Female,8,Two,Visual,Urban,Integrated
Coast,Nyandarua,Female,7,Two,Visual,Urban,Integrated
Central,Lamu,Male,9,Two,Visual,Urban,Integrated
Eastern,Kakamega,Female,10,Three,Autism,Urban,Integrated
North Eastern,Siaya,Male,7,Three,Visual,Rural,Integrated
Rift Valley,Kericho,Female,5,Pre-School,Hearing,Urban,Regular
Central,Vihiga,Female,5,Pre-School,Hearing,Rural,Integrated
Nairobi,Kajiado,Female,10,Two,Autism,Rural,Special
Western,Kwale,Female,8,One,Physical,Urban,Integrated
North Eastern,Taita Taveta,Female,5,Pre-School,Visual,Urban,Special
Eastern,Nakuru,Male,5,Pre-School,Hearing,Urban,Integrated
Coast,Kisii,Female,7,Three,Visual,Urban,Regular
Rift Valley,Kakamega,Male,6,Two,Hearing,Rural,Special
Eastern,Mandera,Female,8,One,Hearing,Urban,Regular
Nyanza,Nakuru,Male,5,Pre-School,Visual,Rural,Integrated
Western,Kakamega,Female,10,One,Physical,Urban,Integrated
Eastern,Busia,Female,9,Three,Visual,Urban,Regular
Nyanza,Kisumu,Male,5,Pre-School,Autism,Urban,Special
Central,Uasin Gishu,Female,8,One,Physical,Rural,Integrated
Rift Valley,Mandera,Male,5,Pre-School,Physical,Urban,Integrated
Central,Kisii,Female,6,One,Physical,Urban,Regular
Rift Valley,Kericho,Male,6,Two,Hearing,Urban,Regular
Eastern,Makueni,Male,6,One,Physical,Urban,Regular
North Eastern,Kajiado,Female,5,Pre-School,Physical,Rural,Regular
Eastern,Kiambu,Male,5,Pre-School,Physical,Urban,Integrated
Nyanza,Taita Taveta,Male,5,Pre-School,Visual,Rural,Integrated
Coast,Isiolo,Male,10,Two,Visual,Urban,Integrated
Western,Homa Bay,Male,7,One,Hearing,Urban,Regular
Rift Valley,Tana River,Male,10,Three,Physical,Urban,Regular
Eastern,Kirinyaga,Male,9,Two,Physical,Rural,Integrated
Central,Kwale,Female,9,One,Physical,Rural,Integrated
Rift Valley,Uasin Gishu,Male,7,Two,Physical,Rural,Regular
Coast,Elgeyo Marakwet,Female,7,One,Physical,Rural,Integrated
Nyanza,Vihiga,Female,10,Two,Hearing,Rural,Integrated
Nairobi,Nairobi,Female,9,Two,Physical,Urban,Integrated
Western,Nandi,Male,8,Three,Visual,Urban,Special
Western,Turkana,Male,8,Three,Visual,Urban,Integrated
Coast,Wajir,Male,7,Two,Hearing,Urban,Integrated
Nyanza,Marsabit,Male,10,Three,Visual,Rural,Special
Western,Kisii,Male,6,Three,Hearing,Urban,Regular
Western,Elgeyo Marakwet,Male,8,Three,Visual,Rural,Regular
Eastern,Elgeyo Marakwet,Male,9,One,Physical,Rural,Regular
Rift Valley,Meru,Female,9,Two,Physical,Urban,Integrated
Nyanza,Nandi,Male,7,One,Hearing,Urban,Special
Coast,Tharaka Nithi,Male,9,Two,Hearing,Urban,Regular
Western,Isiolo,Female,7,Three,Visual,Urban,Integrated
Nyanza,Tharaka Nithi,Female,5,Pre-School,Hearing,Urban,Integrated
Eastern,Elgeyo Marakwet,Female,9,Two,Visual,Urban,Regular
Central,Nairobi,Female,10,One,Physical,Urban,Integrated
Rift Valley,Kirinyaga,Female,10,Two,Visual,Urban,Regular
Nairobi,West Pokot,Female,6,Two,Visual,Urban,Integrated
Nairobi,Kajiado,Female,9,One,Physical,Urban,Regular
Eastern,Tharaka Nithi,Male,9,One,Autism,Urban,Regular
North Eastern,Nyamira,Female,8,Two,Physical,Urban,Regular
Central,Mandera,Female,8,One,Visual,Urban,Integrated
Rift Valley,Kirinyaga,Female,10,Three,Hearing,Urban,Regular
Nyanza,Baringo,Male,8,One,Visual,Urban,Regular
Nyanza,Trans Nzoia,Male,8,Three,Physical,Urban,Integrated
Nyanza,Kisii,Female,6,One,Physical,Urban,Integrated
Rift Valley,Nandi,Female,6,One,Autism,Rural,Special
Rift Valley,Elgeyo Marakwet,Male,6,Three,Hearing,Urban,Integrated
Rift Valley,Laikipia,Female,10,One,Autism,Urban,Regular
Nairobi,Uasin Gishu,Male,8,One,Physical,Rural,Regular
Eastern,Embu,Female,10,One,Hearing,Rural,Regular
North Eastern,Kisumu,Female,9,Two,Physical,Urban,Regular
Nyanza,Makueni,Male,10,One,Visual,Urban,Regular
Western,Kiambu,Male,10,Three,Physical,Urban,Regular
North Eastern,Samburu,Male,10,Three,Visual,Urban,Integrated
Eastern,Busia,Male,9,One,Physical,Urban,Integrated
Nairobi,Turkana,Female,7,One,Hearing,Rural,Regular
Nyanza,Kajiado,Female,9,One,Physical,Urban,Regular
Eastern,Uasin Gishu,Male,7,Three,Visual,Urban,Integrated
Nyanza,Kilifi,Male,5,Pre-School,Visual,Rural,Regular
Western,Lamu,Male,9,One,Physical,Urban,Regular
Western,Kiambu,Male,5,Pre-School,Visual,Urban,Integrated
North Eastern,Embu,Female,10,Two,Hearing,Urban,Integrated
North Eastern,Migori,Male,8,Two,Visual,Urban,Integrated
Nairobi,Homa Bay,Female,6,One,Hearing,Urban,Integrated
Rift Valley,Machakos,Female,10,Three,Physical,Rural,Integrated
Nairobi,Migori,Female,7,Three,Physical,Urban,Integrated
Rift Valley,Elgeyo Marakwet,Female,8,One,Hearing,Urban,Regular
Nairobi,Nandi,Female,9,One,Hearing,Urban,Integrated
Rift Valley,Taita Taveta,Female,6,Two,Visual,Urban,Integrated
Central,Nyandarua,Female,10,Three,Hearing,Urban,Special
Central,Vihiga,Male,10,Three,Hearing,Urban,Regular
Central,Laikipia,Female,10,Two,Visual,Urban,Integrated
Nairobi,Samburu,Female,10,Three,Hearing,Urban,Regular
Western,Baringo,Male,9,Three,Physical,Urban,Regular
Rift Valley,Kwale,Male,6,Three,Hearing,Rural,Regular
Central,Bungoma,Male,9,Three,Hearing,Rural,Regular
Eastern,Wajir,Female,7,One,Visual,Rural,Integrated
Central,Kirinyaga,Female,6,Two,Hearing,Rural,Regular
Nyanza,Siaya,Male,6,Three,Visual,Urban,Regular
Central,Kirinyaga,Female,8,Two,Hearing,Rural,Integrated
Central,Mombasa,Female,5,Pre-School,Hearing,Rural,Integrated
Rift Valley,Homa Bay,Male,10,One,Physical,Rural,Integrated
Western,Tana River,Female,7,One,Physical,Rural,Regular
Western,Tana River,Male,9,Three,Visual,Rural,Integrated
Nyanza,Kiambu,Male,6,Three,Autism,Rural,Integrated
Coast,West Pokot,Female,8,One,Physical,Urban,Integrated
Nairobi,Siaya,Female,9,Two,Hearing,Urban,Regular
Central,Wajir,Male,6,Two,Hearing,Urban,Regular
Nyanza,Meru,Male,8,One,Hearing,Urban,Integrated
Coast,Siaya,Male,9,Two,Physical,Rural,Regular
Nairobi,Trans Nzoia,Male,10,Three,Visual,Rural,Integrated
North Eastern,Nyamira,Female,7,Two,Visual,Rural,Special
Western,Marsabit,Male,10,One,Physical,Urban,Integrated
North Eastern,Bomet,Male,8,One,Visual,Rural,Regular
Eastern,Machakos,Male,5,Pre-School,Physical,Urban,Integrated
Rift Valley,Laikipia,Male,9,One,Physical,Urban,Regular
Central,Lamu,Female,5,Pre-School,Hearing,Rural,Regular
North Eastern,West Pokot,Female,5,Pre-School,Hearing,Urban,Special
North Eastern,Turkana,Female,7,One,Physical,Urban,Regular
Coast,Turkana,Female,9,Three,Physical,Rural,Regular
North Eastern,Baringo,Female,8,Three,Hearing,Urban,Regular
Central,Taita Taveta,Male,10,Three,Visual,Urban,Regular
Nairobi,Kwale,Female,5,Pre-School,Visual,Rural,Special
Coast,Tana River,Male,10,Two,Physical,Urban,Integrated
Coast,Uasin Gishu,Male,10,Three,Physical,Urban,Regular
Central,Homa Bay,Female,7,Three,Hearing,Urban,Integrated
Central,Tana River,Male,8,Two,Visual,Urban,Regular
Eastern,Busia,Male,8,One,Hearing,Urban,Regular
Nyanza,Marsabit,Male,7,Three,Hearing,Urban,Special
Coast,Nyandarua,Female,9,One,Hearing,Urban,Integrated
Coast,Kilifi,Female,10,One,Physical,Urban,Integrated
Nyanza,Kwale,Female,10,Two,Autism,Urban,Integrated
Central,Kericho,Female,8,Two,Physical,Urban,Regular
Nairobi,Kericho,Male,7,Two,Hearing,Urban,Regular
Nyanza,Homa Bay,Male,5,Pre-School,Hearing,Urban,Special
Coast,West Pokot,Female,10,Three,Physical,Urban,Integrated
Nyanza,Nakuru,Male,8,One,Autism,Urban,Integrated
Western,Mombasa,Male,6,Three,Visual,Urban,Regular
Central,Elgeyo Marakwet,Male,9,Three,Visual,Urban,Integrated
Nairobi,Mombasa,Female,9,One,Physical,Urban,Integrated
Coast,Isiolo,Female,7,One,Hearing,Urban,Integrated
Rift Valley,Meru,Female,8,Three,Autism,Rural,Integrated
Rift Valley,Lamu,Female,10,Two,Hearing,Urban,Regular
North Eastern,Laikipia,Female,7,Three,Visual,Rural,Regular
Eastern,Kericho,Female,6,One,Physical,Urban,Integrated
Central,Baringo,Female,7,Three,Visual,Urban,Regular
Nyanza,Nyeri,Female,7,Two,Hearing,Urban,Regular
Western,Murang'a,Male,9,Two,Visual,Urban,Regular
Central,Nandi,Male,5,Pre-School,Visual,Rural,Regular
Central,Murang'a,Male,9,Two,Hearing,Urban,Regular
Western,Makueni,Female,8,One,Hearing,Urban,Integrated
Western,Kajiado,Female,10,Two,Hearing,Rural,Regular
Nyanza,Bomet,Male,10,Three,Hearing,Urban,Integrated
North Eastern,Kakamega,Male,10,One,Hearing,Urban,Integrated
Rift Valley,Samburu,Male,9,Two,Hearing,Rural,Regular
Central,Marsabit,Male,9,Three,Visual,Urban,Integrated
Nyanza,Tharaka Nithi,Male,10,Two,Autism,Rural,Regular
Eastern,Kilifi,Male,7,Three,Physical,Rural,Integrated
Nyanza,Nyeri,Female,6,One,Visual,Rural,Integrated
Central,Trans Nzoia,Female,6,Three,Visual,Urban,Regular
Eastern,Embu,Male,5,Pre-School,Physical,Urban,Regular
North Eastern,Homa Bay,Female,10,One,Visual,Urban,Integrated
Nairobi,Wajir,Male,6,Two,Physical,Urban,Integrated
North Eastern,Busia,Female,10,Two,Hearing,Urban,Regular
Eastern,Narok,Male,10,Two,Visual,Urban,Integrated
Nyanza,Tharaka Nithi,Female,7,Three,Visual,Rural,Regular
Nyanza,Kakamega,Male,6,Two,Hearing,Rural,Special
North Eastern,Kwale,Male,7,Three,Visual,Urban,Regular
Western,Uasin Gishu,Male,7,Two,Hearing,Urban,Regular
Rift Valley,Homa Bay,Male,9,Two,Autism,Urban,Integrated
Rift Valley,Lamu,Female,8,Three,Physical,Urban,Integrated
Nyanza,Lamu,Female,7,One,Physical,Rural,Integrated
Central,Kirinyaga,Male,5,Pre-School,Visual,Urban,Regular
Central,Vihiga,Male,6,One,Physical,Rural,Regular
Eastern,Vihiga,Female,5,Pre-School,Visual,Rural,Integrated
Nyanza,Wajir,Female,8,Two,Physical,Rural,Regular
North Eastern,Tharaka Nithi,Male,9,Three,Hearing,Urban,Regular
Coast,Kajiado,Male,5,Pre-School,Autism,Urban,Integrated
North Eastern,Samburu,Male,10,One,Physical,Rural,Regular
Coast,Nyandarua,Female,9,Two,Visual,Urban,Integrated
Coast,Tana River,Female,8,Three,Physical,Urban,Integrated
Coast,Homa Bay,Male,6,Three,Autism,Urban,Integrated
Rift Valley,Migori,Male,10,One,Visual,Urban,Regular
Rift Valley,Nyandarua,Female,9,Three,Hearing,Urban,Integrated
Rift Valley,Kitui,Male,8,One,Hearing,Urban,Special
Western,Embu,Male,9,Two,Physical,Urban,Integrated
Nyanza,Kirinyaga,Male,10,One,Physical,Urban,Integrated
Rift Valley,Nyamira,Female,10,Three,Physical,Urban,Integrated
Nairobi,West Pokot,Male,7,Three,Hearing,Urban,Integrated
North Eastern,Nyeri,Male,5,Pre-School,Physical,Rural,Regular
Western,Nandi,Female,6,Two,Physical,Urban,Integrated
Eastern,Bomet,Male,10,One,Physical,Rural,Regular
Nyanza,Busia,Male,6,Two,Hearing,Urban,Integrated
Nairobi,Kwale,Female,5,Pre-School,Hearing,Urban,Regular
North Eastern,Bungoma,Female,6,One,Visual,Urban,Integrated
Coast,Nairobi,Female,6,Three,Autism,Rural,Special
Eastern,Bomet,Male,7,One,Physical,Urban,Special
Central,Embu,Male,10,Two,Hearing,Urban,Regular
Nairobi,Elgeyo Marakwet,Male,8,Three,Hearing,Urban,Integrated
Rift Valley,Homa Bay,Male,6,Two,Hearing,Urban,Regular
Western,Kericho,Female,6,Three,Hearing,Urban,Regular
North Eastern,Taita Taveta,Male,6,Two,Hearing,Urban,Regular
Nairobi,Elgeyo Marakwet,Male,7,One,Visual,Urban,Integrated
Rift Valley,Kajiado,Male,7,Three,Autism,Rural,Regular
Western,Nandi,Male,8,Three,Physical,Urban,Integrated
Rift Valley,Bomet,Female,7,Two,Visual,Rural,Regular
Rift Valley,Lamu,Female,10,One,Physical,Urban,Integrated
Coast,Nyamira,Male,5,Pre-School,Visual,Rural,Regular
Eastern,Mandera,Female,8,One,Visual,Urban,Integrated
Nairobi,Kiambu,Male,7,One,Hearing,Urban,Integrated
Nyanza,Bomet,Female,10,Two,Visual,Urban,Regular
Rift Valley,Garissa,Male,5,Pre-School,Hearing,Rural,Integrated
Rift Valley,Elgeyo Marakwet,Female,10,One,Visual,Rural,Regular
Eastern,Mombasa,Female,7,Three,Hearing,Urban,Integrated
Nyanza,Meru,Female,9,One,Visual,Rural,Regular
Eastern,Baringo,Female,10,Two,Physical,Rural,Integrated
North Eastern,Isiolo,Male,7,One,Visual,Urban,Regular
North Eastern,Kitui,Female,8,Three,Visual,Urban,Special
Rift Valley,Taita Taveta,Male,6,One,Hearing,Rural,Regular
Nyanza,Mandera,Male,7,Three,Visual,Rural,Integrated
Rift Valley,Mombasa,Female,10,One,Visual,Urban,Regular
Nyanza,Meru,Male,10,Two,Autism,Urban,Integrated
Nyanza,Kitui,Female,8,Two,Autism,Urban,Integrated
Eastern,Tana River,Male,6,Two,Physical,Urban,Integrated
Coast,Lamu,Female,6,Two,Physical,Urban,Integrated
Central,Kiambu,Female,9,Three,Hearing,Urban,Integrated
Rift Valley,Kiambu,Female,8,Three,Visual,Urban,Regular
Eastern,Tharaka Nithi,Female,8,One,Hearing,Urban,Regular
Central,Busia,Female,7,Three,Visual,Rural,Integrated
Rift Valley,Wajir,Male,10,One,Physical,Rural,Integrated
Eastern,Migori,Male,8,Three,Physical,Urban,Integrated
Eastern,Kericho,Female,7,Two,Visual,Urban,Integrated
Western,Tharaka Nithi,Female,7,One,Physical,Urban,Regular
Central,Embu,Female,9,Three,Hearing,Rural,Regular
Nairobi,Garissa,Male,9,Two,Physical,Urban,Regular
Eastern,Taita Taveta,Male,5,Pre-School,Physical,Urban,Regular
Rift Valley,Kisii,Male,9,One,Visual,Urban,Regular
